policyholder_id,first_name,last_name,date_of_birth,gender,city,province,driving_license_year
PH-352F0329,Viridiana,Luna,1964-04-28,F,Brescia,BS,1992
PH-A295FDFC,Luigina,Mercalli,1959-03-18,F,Milano,MI,1981
PH-D1D4D935,Gabriella,Trincavelli,1972-05-10,F,Roma,RM,1996
PH-F5C327FD,Michelangelo,Cesaroni,1983-09-15,M,Perugia,PG,2006
PH-090C2628,Rosaria,Zanichelli,1992-03-17,F,Genova,GE,2012
PH-7C679C37,Stefano,Travia,1987-05-28,M,Verona,VR,2006
PH-48AFBF34,Vittoria,Tanzini,1957-11-11,F,Bologna,BO,1978
PH-CB07E4C1,Melissa,Errigo,1994-08-25,F,Verona,VR,2020
PH-10DFA357,Gianpaolo,Maccanelli,1978-02-18,M,Verona,VR,2001
PH-9FF30474,Fulvio,Abbagnale,1978-07-07,M,Reggio Emilia,RE,1996
PH-B7BD3AA3,Danilo,Armani,1967-10-11,M,Lecce,LE,1991
PH-EC259BA3,Rosario,Casagrande,1955-11-27,M,Bologna,BO,1983
PH-F910688F,Eugenia,Pozzecco,2002-05-08,F,Perugia,PG,2020
PH-70FC9EA0,Lucia,Beccheria,1988-01-21,F,Verona,VR,2008
PH-BF7956CE,Mariano,Nibali,1964-07-24,M,Roma,RM,1985
PH-6EE7A6BE,Patrizia,Franzese,1975-04-23,F,Palermo,PA,2002
PH-EB979799,Agostino,Finetti,1993-12-15,M,Reggio Emilia,RE,2013
PH-224E635C,Ignazio,Gualandi,1960-08-03,M,Bologna,BO,1984
PH-DBE4EBCC,Baldassare,Marzorati,1959-11-02,M,Verona,VR,1984
PH-E2E29FE7,Leonardo,Toldo,1990-11-25,M,Torino,TO,2018
PH-12BDA6B2,Luigi,Albertini,1963-07-28,M,Brescia,BS,1987
PH-BF9CCCC8,Damiano,Montecchi,1981-03-09,M,Genova,GE,2006
PH-29955D48,Massimiliano,Petrocelli,1987-12-20,M,Milano,MI,2010
PH-F3FCC91C,Viridiana,Badoer,1979-10-11,F,Roma,RM,2007
PH-F74FE8A2,Donna,Ferrara,1966-11-26,F,Milano,MI,1994
PH-D2172485,Imelda,Moretti,1998-03-20,F,Parma,PR,2018
PH-BE7EECB7,Sylvia,Soffici,1995-05-09,F,Bologna,BO,2023
PH-0083EF53,Salvatore,Barberini,2003-02-05,M,Salerno,SA,2021
PH-25BF46C5,Durante,Sommaruga,1955-01-04,M,Modena,MO,1983
PH-95CA4B4F,Daria,Scaduto,1975-10-19,F,Genova,GE,2001
PH-93F3AACE,Ninetta,Monti,1968-03-17,F,Napoli,NA,1989
PH-D27A0051,Romolo,Porcellato,1977-11-05,M,Firenze,FI,1995
PH-F764B1BA,Annetta,Tremonti,1976-01-22,F,Milano,MI,2001
PH-0CD1995E,Leonardo,Zetticci,1990-03-15,M,Roma,RM,2012
PH-F172810A,Luchino,Vitturi,1978-07-01,M,Verona,VR,1998
PH-6D173CBE,Aldo,Folliero,1990-01-27,M,Napoli,NA,2012
PH-477D5CCE,Marco,Nitto,2001-01-20,M,Palermo,PA,2021
PH-167F2944,Antonella,Contarini,1955-08-10,F,Milano,MI,1980
PH-C211F449,Gianna,Bajamonti,1977-12-18,F,Roma,RM,2003
PH-9C45BB31,Irma,Panicucci,1957-12-21,F,Roma,RM,1983
PH-7FA4910F,Vittorio,Delle,1988-06-09,M,Napoli,NA,2007
PH-F5FE7B32,Pina,Pelli,1995-12-21,F,Torino,TO,2020
PH-DA9CF475,Eliana,Caruso,1989-02-15,F,Padova,PD,2014
PH-A3D81FE9,Livio,Medici,1981-11-14,M,Perugia,PG,2010
PH-5B389DC3,Veronica,Bajardi,1955-12-21,F,Monza,MB,1978
PH-551C1843,Germana,Porcellato,1999-12-13,F,Roma,RM,2017
PH-B9E62F1C,Barbara,Tamburi,1966-05-19,F,Napoli,NA,1993
PH-C4567830,Fiamma,Palazzo,1998-09-06,F,Napoli,NA,2019
PH-0DC01E40,Rocco,Marazzi,1957-12-06,M,Milano,MI,1976
PH-B45BC6F4,Evangelista,Trillini,1978-08-25,F,Bologna,BO,1999
PH-880A2C66,Leone,Dulbecco,1959-10-01,M,Trieste,TS,1984
PH-16269DE7,Camilla,Palumbo,2000-08-15,F,Taranto,TA,2021
PH-A8F87540,Angelo,Finotto,1995-05-15,M,Firenze,FI,2021
PH-B12E3BA5,Carmelo,Ruffini,1996-04-08,M,Milano,MI,2015
PH-A9A3618B,Tonino,Asmundo,1964-06-09,M,Salerno,SA,1984
PH-7925161A,Saverio,Tartini,1973-10-15,M,Genova,GE,1998
PH-F80A3E0D,Daria,Favata,1955-11-23,F,Monza,MB,1983
PH-F22B42F0,Massimiliano,Sordi,1995-09-22,M,Bari,BA,2016
PH-25A627A7,Venancio,Mastroianni,2000-03-18,M,Roma,RM,2018
PH-5AA7217D,Ilaria,Cociarelli,1985-07-11,F,Milano,MI,2009
PH-AF895F8E,Bettina,Tozzo,1963-09-18,F,Milano,MI,1981
PH-18C6527F,Tatiana,Chiappetta,1976-07-27,F,Cagliari,CA,2001
PH-FCAF1AEA,Geronimo,Barcella,1992-10-04,M,Torino,TO,2021
PH-FC36C3C7,Marina,Pedersoli,1967-02-05,F,Milano,MI,1990
PH-A75DBA47,Victoria,Trentini,2003-09-05,F,Parma,PR,2021
PH-7825C8A5,Daniele,Agnesi,1998-10-27,M,Roma,RM,2019
PH-6787AEDD,Lorenzo,Battisti,1971-04-08,M,Bologna,BO,1994
PH-57AFC4B4,Calogero,Montecchi,1965-11-23,M,Brescia,BS,1990
PH-28D076E1,Ruggero,Beffa,1970-03-24,M,Bari,BA,1998
PH-DE73007D,Bianca,Treccani,1972-09-23,F,Napoli,NA,2001
PH-E029FCF2,Stefani,Mazzanti,1996-07-13,F,Verona,VR,2023
PH-F6CB0527,Alina,Mazzanti,2001-12-22,F,Padova,PD,2022
PH-EDB62430,Giacobbe,Micheletti,1994-06-21,M,Torino,TO,2016
PH-3BAC877C,Erika,Ferragamo,1975-04-17,F,Perugia,PG,2002
PH-0DEE9A53,Ivan,Lercari,1995-05-19,M,Catania,CT,2022
PH-6F3059D5,Nina,Meucci,1978-10-21,F,Monza,MB,2000
PH-A5595C75,Ranieri,Casadei,1973-05-07,M,Bologna,BO,1993
PH-39AB2893,Guarino,Contarini,1973-10-13,M,Catania,CT,1992
PH-4B90DA47,Ermenegildo,Legnante,1992-11-13,M,Bologna,BO,2020
PH-A204A925,Damiano,Anguissola,1967-10-19,M,Monza,MB,1995
PH-303AAA5F,Rossana,Zacco,1964-06-06,F,Milano,MI,1991
PH-48BC383C,Uberto,Camicione,1956-10-07,M,Roma,RM,1983
PH-8F45353F,Geronimo,Venier,2001-11-09,M,Milano,MI,2022
PH-5C40F98E,Maurizio,Vianello,1994-09-07,M,Napoli,NA,2021
PH-BB6325E5,Griselda,Lamborghini,1958-12-07,F,Napoli,NA,1977
PH-29AF866C,Elmo,Lopresti,1993-08-25,M,Firenze,FI,2014
PH-A912DBF2,Gioele,Donini,1984-01-06,M,Roma,RM,2007
PH-674D2197,Benedetto,Matteotti,1969-07-06,M,Napoli,NA,1988
PH-6E786C21,Rosalia,Morgagni,1994-09-08,F,Verona,VR,2023
PH-6B353469,Olga,Ruffini,1963-05-23,F,Torino,TO,1982
PH-A4CB1FA3,Armando,Cesarotti,1974-05-18,M,Torino,TO,2001
PH-5054F267,Alphons,Semitecolo,1998-04-28,M,Torino,TO,2016
PH-560CC6CF,Armando,Camuccini,1980-05-26,M,Roma,RM,2000
PH-8669DC61,Lilla,Bernini,1987-04-02,F,Bologna,BO,2016
PH-5AB7D759,Barbara,Regge,1979-06-02,F,Milano,MI,2001
PH-588A1C47,Lisa,Endrizzi,1980-12-07,F,Trieste,TS,2005
PH-066AC891,Riccardo,Nordio,1984-10-01,M,Bologna,BO,2005
PH-4CDCE68E,Graziella,Montanelli,1991-03-14,F,Bari,BA,2019
PH-E33D1BDB,Gaetano,Ubaldi,1984-05-18,M,Palermo,PA,2004
PH-7660FAC2,Aria,Scarponi,1971-10-25,F,Roma,RM,1992
PH-607A065F,Donatello,Caboto,1989-12-17,M,Palermo,PA,2015
PH-4A11B881,Ruggero,Cagnotto,1982-04-02,M,Parma,PR,2011
PH-33AECB3E,Rolando,Mastroianni,1976-09-11,M,Padova,PD,2001
PH-477D6D40,Rosario,Segrè,1973-08-04,M,Brescia,BS,1997
PH-CACAB67F,Gianni,Garrone,2000-10-16,M,Bologna,BO,2023
PH-19943429,Emilio,Guglielmi,2002-06-15,M,Salerno,SA,2021
PH-F7581CAA,Mirco,Pergolesi,1965-05-23,M,Bergamo,BG,1991
PH-7D0268FF,Fiorenzo,Montalcini,1982-09-28,M,Bologna,BO,2002
PH-5050D265,Manuel,Sanguineti,2000-09-05,M,Verona,VR,2022
PH-8437EFAA,Sergius,Baggio,1955-12-28,M,Milano,MI,1979
PH-6B71256E,Baccio,Siffredi,1963-07-11,M,Monza,MB,1982
PH-A595544E,Camilla,Nicolucci,1965-01-20,F,Messina,ME,1986
PH-1B1F59CD,Matilda,Scalera,1961-09-05,F,Modena,MO,1986
PH-3CDB318B,Fausto,Lombroso,1960-10-07,M,Catania,CT,1984
PH-102B7EBA,Maurilio,Cendron,1972-03-11,M,Torino,TO,1995
PH-CC0F75B1,Torquato,Camilleri,1961-06-18,M,Milano,MI,1989
PH-EAE7146A,Pellegrino,Canevascini,1998-05-17,M,Bologna,BO,2019
PH-7DE6A4F5,Ilaria,Vivaldi,1958-01-03,F,Verona,VR,1984
PH-3D89C0DE,Benedetto,Marangoni,1993-03-13,M,Milano,MI,2016
PH-6B3653C8,Nina,Scalera,2002-12-09,F,Roma,RM,2022
PH-05399FD5,Pasquale,Ponti,1990-08-10,M,Brescia,BS,2008
PH-B3D9B953,Gino,Gori,1969-09-27,M,Brescia,BS,1989
PH-B4C1AB74,Paloma,Cundari,2003-02-19,F,Cagliari,CA,2021
PH-D201697B,Santino,Pastine,1956-01-05,M,Taranto,TA,1980
PH-A3915718,Baccio,Morricone,1964-03-15,M,Parma,PR,1992
PH-D89461F3,Giacinto,Ricciardi,1955-09-22,M,Bergamo,BG,1982
PH-88DB74A4,Raffaellino,Zola,2000-01-05,M,Catania,CT,2023
PH-62208718,Massimo,Verdi,1960-09-22,M,Milano,MI,1982
PH-A4991855,Gianpietro,Dossi,1981-06-26,M,Palermo,PA,1999
PH-E63886E0,Stefania,Bosio,1986-08-03,F,Palermo,PA,2012
PH-0AD37166,Victoria,Spinelli,1980-02-28,F,Brescia,BS,1999
PH-E6585588,Damiano,Scaramucci,2000-10-21,M,Catania,CT,2019
PH-B439C8B0,Manuel,Vittadello,1960-10-28,M,Milano,MI,1983
PH-98A79F4F,Cipriano,Russo,1963-10-24,M,Bari,BA,1987
PH-91C967D6,Federigo,Marzorati,1964-12-10,M,Genova,GE,1993
PH-697FB7FC,Pellegrino,Bonanno,1993-07-11,M,Messina,ME,2014
PH-00567732,Corrado,Parini,1987-01-18,M,Parma,PR,2016
PH-35A7BBDF,Ilaria,Tagliafierro,1961-06-05,F,Torino,TO,1979
PH-57860BF3,Augusto,Buonauro,1978-04-04,M,Milano,MI,2003
PH-D4B66900,Gian,Cignaroli,1975-04-05,M,Torino,TO,1995
PH-2B1D6A9F,Achille,Comencini,1982-08-22,M,Roma,RM,2006
PH-EAC2526A,Stefania,Contarini,1971-06-26,F,Bergamo,BG,1996
PH-27BEDB56,Rocco,Turci,1956-01-10,M,Catania,CT,1978
PH-F59D4703,Lamberto,Pellico,1990-06-02,M,Roma,RM,2017
PH-EF526FCC,Rosaria,Saffi,1974-02-02,F,Taranto,TA,1997
PH-7BEC4C95,Gabriele,Fo,1970-10-20,M,Napoli,NA,1999
PH-77A673E2,Teresa,Mercalli,1962-01-21,F,Palermo,PA,1988
PH-FFADF5E8,Leonardo,Marinetti,1978-09-15,M,Roma,RM,1996
PH-FAEC75AB,Marcella,Murialdo,1962-09-26,F,Bari,BA,1986
PH-BE363BC8,Camillo,Alfonsi,1970-10-26,M,Milano,MI,1999
PH-063ED4A7,Rosalia,Tonisto,2001-02-22,F,Roma,RM,2023
PH-D9E61D86,Loredana,Ceravolo,1959-11-24,F,Roma,RM,1983
PH-2F080F35,Giuliana,Blasi,1970-07-20,F,Genova,GE,1994
PH-D9FB6192,Napoleone,Vezzali,1980-11-04,M,Bologna,BO,1999
PH-C5F0BA7B,Annamaria,Abate,1965-06-26,F,Milano,MI,1983
PH-F5B93F5B,Vanessa,Zacco,1993-09-22,F,Milano,MI,2014
PH-0C5F5F5D,Micheletto,Capecchi,1985-05-06,M,Firenze,FI,2008
PH-BEE1C1D1,Giorgia,Bajamonti,1963-09-05,F,Milano,MI,1987
PH-E5216F86,Gianpietro,Rienzo,1990-06-05,M,Roma,RM,2018
PH-16D1B59A,Panfilo,Merisi,1972-05-13,M,Milano,MI,1998
PH-3CE2F90A,Victoria,Pasolini,1976-11-19,F,Verona,VR,2000
PH-223A7F7F,Pellegrino,Paruta,1987-07-08,M,Lecce,LE,2016
PH-C6B32C1A,Marcella,Verdone,1969-02-22,F,Roma,RM,1993
PH-E38F38C3,Eva,Dovara,1973-02-21,F,Napoli,NA,1999
PH-00CAD105,Salvi,Cignaroli,1963-05-22,M,Catania,CT,1988
PH-6AF21697,Elisa,Vitturi,1975-06-05,F,Milano,MI,1995
PH-3DD3BCD1,Oreste,Omma,2003-08-13,M,Bologna,BO,2023
PH-E554ECDA,Luciana,Cossiga,2003-01-24,F,Torino,TO,2021
PH-675893F2,Giovanna,Cavanna,1972-11-14,F,Torino,TO,2000
PH-A7FC9DB1,Donato,Amato,1982-10-11,M,Firenze,FI,2008
PH-4409450E,Antonietta,Anichini,1956-08-25,F,Palermo,PA,1979
PH-40B2F33B,Emilio,Spinelli,1955-10-11,M,Torino,TO,1974
PH-44DF6FBE,Raffaello,Ciampi,1964-10-05,M,Roma,RM,1989
PH-AEA229AF,Calcedonio,Cibin,1987-04-18,M,Genova,GE,2008
PH-4F0D0B95,Simonetta,Praga,1959-04-14,F,Napoli,NA,1978
PH-F9945505,Rolando,Ravaglioli,1990-02-18,M,Palermo,PA,2016
PH-FE5ED692,Filippo,Santi,1981-08-25,M,Lecce,LE,2000
PH-B4A10E29,Monica,Rapisardi,2001-06-05,F,Bologna,BO,2019
PH-5B3C008D,Paola,Salgari,1990-11-15,F,Roma,RM,2018
PH-875F43A1,Oreste,Norbiato,1974-08-12,M,Catania,CT,1994
PH-00233B79,Fabrizia,Fantoni,2000-04-28,F,Roma,RM,2023
PH-06B6522B,Pietro,Alfieri,1955-10-18,M,Palermo,PA,1975
PH-2F28C980,Priscilla,Tarantini,1972-10-06,F,Salerno,SA,2001
PH-6E8F43BF,Gilberto,Tassoni,1967-10-06,M,Roma,RM,1995
PH-2BB23CEA,Graziano,Polani,1986-03-06,M,Milano,MI,2006
PH-D6A5501C,Mirko,Balotelli,1969-07-08,M,Taranto,TA,1996
PH-539346AC,Angelica,Zoppetto,1956-12-10,F,Bologna,BO,1983
PH-9EC7E382,Maura,Pacetti,1972-04-17,F,Torino,TO,1992
PH-67C1E147,Camilla,Sommaruga,1984-05-15,F,Modena,MO,2006
PH-CE29419E,Tiziana,Bottaro,1979-03-11,F,Milano,MI,1997
PH-D0939705,Elmo,Troisi,1998-09-17,M,Torino,TO,2016
PH-C16C8FDD,Gianna,Scarpetta,1971-04-12,F,Reggio Emilia,RE,1996
PH-DD65A801,Nadia,Bossi,1981-12-06,F,Brescia,BS,2005
PH-867503B5,Natalia,Brunello,1994-02-22,F,Bari,BA,2020
PH-B41E0610,Flavia,Sermonti,1957-12-28,F,Lecce,LE,1982
PH-297AEA28,Serafina,Bosio,1998-07-05,F,Milano,MI,2021
PH-62FC87E0,Lorenzo,Bernardini,2002-02-01,M,Napoli,NA,2021
PH-534E3B6F,Massimo,Ughi,1998-03-25,M,Milano,MI,2021
PH-39A2B566,Adriana,Scotto,1957-01-24,F,Bologna,BO,1978
PH-BA93A6C8,Rodolfo,Toscani,2002-01-15,M,Sassari,SS,2022
PH-35DAA40A,Ruggiero,Montanari,1994-11-12,M,Milano,MI,2018
PH-3E41325F,Lucrezia,Niscoromni,1977-10-07,F,Catania,CT,2000
PH-DC15D85B,Lando,Luxardo,1971-06-17,M,Roma,RM,1997
PH-48D20CBB,Dolores,Barberini,1976-06-24,F,Bologna,BO,1997
PH-7178F59F,Tonia,Marenzio,1989-12-25,F,Brescia,BS,2013
PH-FA917369,Giulio,Binaghi,1970-08-04,M,Torino,TO,1997
PH-65A9106F,Serafina,Sforza,1997-11-03,F,Torino,TO,2016
PH-977FDE0D,Raffaella,Doglioni,1971-04-04,F,Reggio Emilia,RE,1992
PH-9D04FBA9,Arnaldo,Maffei,1963-07-07,M,Roma,RM,1989
PH-A407F24B,Alfredo,Ludovisi,1983-05-20,M,Milano,MI,2008
PH-A1AB75D4,Melania,Bragaglia,1992-05-14,F,Genova,GE,2021
PH-395AA1CD,Caterina,Togliatti,1995-10-23,F,Verona,VR,2013
PH-E4D8ECD9,Antonina,Lettiere,1996-08-13,F,Verona,VR,2015
PH-85C118B7,Fortunata,Chiappetta,1979-12-08,F,Roma,RM,1997
PH-394723EB,Hugo,Leone,1993-02-26,M,Cagliari,CA,2018
PH-05D62704,Girolamo,Angiolello,2002-07-07,M,Torino,TO,2020
PH-C417A0AC,Camilla,Druso,1962-05-25,F,Milano,MI,1982
PH-9784D5D8,Rita,Coppola,1985-12-15,F,Milano,MI,2011
PH-D82156BD,Stefani,Sabbatini,2001-12-06,F,Padova,PD,2019
PH-581CAF10,Napoleone,Duodo,1978-06-21,M,Padova,PD,2002
PH-EBCB4A65,Giulio,Gilardoni,1979-03-06,M,Napoli,NA,1998
PH-5FE9662C,Sebastiano,Fabbri,1979-09-07,M,Genova,GE,2008
PH-C637B8CB,Nicoletta,Balla,1958-06-01,F,Roma,RM,1984
PH-83DDFA53,Isa,Branciforte,1997-07-16,F,Roma,RM,2016
PH-D1E17EE7,Ennio,Cossiga,1988-07-27,M,Firenze,FI,2009
PH-108D2F3B,Simone,Pontecorvo,1964-04-19,M,Palermo,PA,1992
PH-0E369939,Oreste,Giolitti,1956-07-16,M,Genova,GE,1974
PH-77B7C0DB,Ranieri,Desio,1976-03-06,M,Modena,MO,2004
PH-7E780EFA,Giacobbe,Murri,1972-01-11,M,Torino,TO,1996
PH-66CB225B,Annamaria,Iannucci,1977-12-12,F,Palermo,PA,2006
PH-DC6BFC3D,Daniele,Bernardi,1989-06-08,M,Napoli,NA,2014
PH-A4EB9D75,Fabio,Scarlatti,1998-03-27,M,Napoli,NA,2021
PH-870A73BD,Pasqual,Simeoni,1957-10-10,M,Roma,RM,1980
PH-C28AE772,Giuseppina,Simeoni,1957-09-26,F,Bologna,BO,1983
PH-501AFC12,Nina,Giannotti,1990-06-12,F,Roma,RM,2015
PH-3EA15A23,Nino,Pellico,1972-01-14,M,Sassari,SS,1993
PH-E2E0C9A3,Salvatore,Iacovelli,1959-04-22,M,Roma,RM,1984
PH-21D4A128,Concetta,Turchetta,1975-06-14,F,Napoli,NA,1993
PH-F1916CAC,Raffaellino,Ammaniti,1955-11-25,M,Modena,MO,1980
PH-85CD46B7,Giovanna,Salandra,1997-10-21,F,Torino,TO,2020
PH-E59C0173,Liliana,Mennea,1982-11-11,F,Bologna,BO,2007
PH-D58E78FB,Nicoletta,Basadonna,1962-10-05,F,Trieste,TS,1991
PH-88113E3F,Cipriano,Turci,1983-05-26,M,Modena,MO,2008
PH-7433AF55,Michelangelo,Rienzo,1981-12-06,M,Perugia,PG,2007
PH-D6C2A3C5,Guarino,Monti,1995-12-23,M,Padova,PD,2014
PH-CCCD8FE0,Germana,Interiano,1973-07-28,F,Firenze,FI,1994
PH-1AD7D22D,Bettina,Gualtieri,1974-04-17,F,Reggio Emilia,RE,2001
PH-32075C3F,Sophia,Peranda,1977-10-08,F,Bari,BA,2001
PH-A0635A56,Romolo,Goldstein,1989-08-21,M,Bergamo,BG,2011
PH-3861991B,Zaira,Ferraris,1966-07-19,F,Bologna,BO,1985
PH-E425FF45,Umberto,Moresi,1990-01-14,M,Reggio Emilia,RE,2014
PH-C6A7F4E7,Tatiana,Errigo,1982-08-08,F,Palermo,PA,2003
PH-1FD217B3,Luca,Versace,1986-09-10,M,Salerno,SA,2005
PH-49E16BD8,Agostino,Alighieri,1964-08-22,M,Bologna,BO,1983
PH-A817B61A,Baldassare,Ammaniti,1960-01-14,M,Verona,VR,1981
PH-B8419309,Piergiorgio,Cainero,1978-05-07,M,Brescia,BS,2007
PH-3790E4AC,Nedda,Cammarata,1987-02-20,F,Napoli,NA,2011
PH-764B4C87,Riccardo,Nicolucci,1965-08-20,M,Bologna,BO,1983
PH-0FA6A0D8,Giancarlo,Lopresti,1993-07-26,M,Salerno,SA,2014
PH-17669AE7,Giorgio,Ferragni,2003-01-06,M,Bari,BA,2021
PH-C49362BF,Amico,Ariosto,1995-07-17,M,Verona,VR,2015
PH-5314B451,Rosina,Busoni,2002-12-04,F,Napoli,NA,2020
PH-DFA1EB7E,Arturo,Gagliardi,1986-01-09,M,Bologna,BO,2012
PH-FFED3ADE,Dario,Casarin,1965-12-17,M,Catania,CT,1986
PH-6B5C4B25,Barbara,Cesarotti,1988-01-23,F,Napoli,NA,2012
PH-C9E9E2A8,Lidia,Zichichi,1999-12-16,F,Bergamo,BG,2022
PH-0838B7ED,Fiorino,Capuana,1967-06-19,M,Brescia,BS,1993
PH-5EE2B111,Fiorino,Grisoni,1958-06-05,M,Cagliari,CA,1978
PH-C3DF9255,Lando,Schiavone,1964-06-07,M,Roma,RM,1989
PH-0551EAB7,Stefania,Borroni,1987-10-08,F,Palermo,PA,2006
PH-108C1DFC,Rodolfo,Lercari,1970-08-07,M,Bergamo,BG,1992
PH-27F75703,Pompeo,Missoni,1988-10-28,M,Milano,MI,2006
PH-8505980A,Girolamo,Cutrufo,1974-02-19,M,Milano,MI,2002
PH-63316A8F,Benito,Lerner,1970-07-03,M,Verona,VR,1999
PH-C3B3EECB,Augusto,Pasolini,1956-11-28,M,Taranto,TA,1983
PH-93F7A744,Osvaldo,Monte,1975-09-21,M,Lecce,LE,1997
PH-502BCD7F,Annunziata,Guglielmi,1963-08-17,F,Roma,RM,1983
PH-AF2DC898,Gelsomina,Emanuelli,1989-12-10,F,Milano,MI,2017
PH-224CDDFD,Ranieri,Bonanno,1967-03-04,M,Napoli,NA,1995
PH-E58DB686,Melina,Filogamo,1979-02-23,F,Roma,RM,2008
PH-6E448B8B,Panfilo,Emo,1980-08-12,M,Napoli,NA,2002
PH-31CC6D2E,Sole,Stucchi,1994-10-21,F,Genova,GE,2017
PH-E815721F,Corrado,Colletti,1960-08-10,M,Milano,MI,1979
PH-A8CA50A8,Olga,Ricolfi,1982-02-08,F,Milano,MI,2006
PH-DB7AD550,Evangelista,Canali,1968-10-02,F,Milano,MI,1991
PH-C2D88985,Rembrandt,Guidone,1968-08-22,M,Milano,MI,1991
PH-A4E35898,Claudio,Barbarigo,1986-07-15,M,Bergamo,BG,2011
PH-0B498B76,Antonietta,Bonaventura,1979-11-22,F,Napoli,NA,2005
PH-D5CAD095,Pina,Gregori,1966-10-05,F,Napoli,NA,1991
PH-D85CDEF0,Riccardo,Antonini,1998-04-18,M,Milano,MI,2017
PH-4F454B56,Mercedes,Condoleo,1978-04-18,F,Milano,MI,2002
PH-34AF945E,Sophia,Abate,1980-08-05,F,Verona,VR,1999
PH-5F386130,Angelica,Pennetta,1969-03-26,F,Roma,RM,1998
PH-DA3BCD32,Gemma,Corbo,1982-01-19,F,Napoli,NA,2008
PH-3FB18F63,Marcello,Peranda,1997-07-11,M,Roma,RM,2016
PH-F1085C92,Priscilla,Agazzi,1992-12-15,F,Perugia,PG,2013
PH-7E3A5535,Uberto,Storladi,1986-08-18,M,Napoli,NA,2004
PH-1AC48A4A,Matilda,Roero,1976-12-05,F,Perugia,PG,2004
PH-2B7ACCA0,Loredana,Bonatti,1978-09-15,F,Milano,MI,2000
PH-F3C30433,Gianluca,Adinolfi,1997-08-04,M,Roma,RM,2017
PH-775CCF99,Lilla,Sonnino,1991-03-28,F,Napoli,NA,2015
PH-CAAB7865,Cassandra,Zola,1980-09-07,F,Torino,TO,2009
PH-17A7CF5F,Micheletto,Montecchi,1979-06-23,M,Palermo,PA,2002
PH-5E8EBA39,Leopoldo,Piccio,1989-03-28,M,Catania,CT,2015
PH-A55896B3,Arsenio,Buonauro,2002-04-18,M,Roma,RM,2023
PH-52745AFF,Mirko,Udinesi,1996-03-16,M,Milano,MI,2021
PH-FEF5BDF8,Isa,Botticelli,1995-03-05,F,Messina,ME,2015
PH-B5459922,Marina,Luzi,1959-09-20,F,Messina,ME,1980
PH-A6D5EC80,Gaspare,Duse,1981-03-04,M,Roma,RM,2009
PH-10CA98AA,Annibale,Pastine,1974-05-12,M,Reggio Emilia,RE,1996
PH-D9DDE0ED,Stefania,Federico,1981-09-09,F,Roma,RM,2006
PH-4650B8C4,Leonardo,Pellico,1969-06-25,M,Padova,PD,1990
PH-D9F1C7A7,Bianca,Oliboni,1957-06-07,F,Perugia,PG,1978
PH-06035D15,Melania,Brenna,1992-06-24,F,Bologna,BO,2018
PH-BA3FD860,Raimondo,Faugno,1964-11-17,M,Milano,MI,1989
PH-7DC86D33,Elladio,Barcaccia,1961-05-10,M,Bari,BA,1988
PH-BBD4BA1F,Fredo,Asmundo,1979-07-27,M,Brescia,BS,2006
PH-AAC81C92,Gino,Stefanelli,1968-08-20,M,Messina,ME,1995
PH-E4763A43,Ottavio,Bocca,1970-03-09,M,Milano,MI,1994
PH-AB1F7EDA,Livio,Tartaglia,1988-03-27,M,Trieste,TS,2007
PH-D983554E,Vittorio,Salata,1998-07-18,M,Perugia,PG,2018
PH-A3961B66,Alessia,Barese,1980-03-06,F,Trieste,TS,2000
PH-3ECD894C,Irma,Bertolucci,1998-07-02,F,Milano,MI,2021
PH-3BE3F828,Martino,Bataglia,1980-05-17,M,Bari,BA,2004
PH-35EAA355,Pellegrino,Casale,1962-02-08,M,Bergamo,BG,1991
PH-0B7A5999,Giacomo,Treves,1976-10-10,M,Napoli,NA,2003
PH-3970CE10,Marina,Valguarnera,1965-01-24,F,Bologna,BO,1990
PH-30261E59,Enzio,Giannone,1976-10-15,M,Firenze,FI,1997
PH-AAC7B6BF,Benedetto,Barese,2002-05-04,M,Perugia,PG,2021
PH-C6E93B95,Elmo,Stefanelli,1965-10-09,M,Palermo,PA,1993
PH-242999B0,Aldo,Serao,1995-09-24,M,Torino,TO,2023
PH-7DE4A023,Antonino,Golino,1966-03-22,M,Bari,BA,1993
PH-FF05BFBA,Domenico,Angiolello,1998-04-06,M,Brescia,BS,2020
PH-74E6F614,Fedele,Benigni,1989-04-12,M,Torino,TO,2007
PH-9AFD957B,Gloria,Cagnotto,1994-11-02,F,Perugia,PG,2012
PH-A079C73E,Mariana,Donatoni,1962-02-23,F,Firenze,FI,1981
PH-6C4577FA,Azeglio,Canali,1967-11-18,M,Milano,MI,1993
PH-C6650124,Damiano,Tamburini,1961-10-01,M,Padova,PD,1989
PH-7E7FA616,Roberta,Galuppi,1991-09-12,F,Roma,RM,2014
PH-5740DC21,Azeglio,Fioravanti,1963-06-11,M,Roma,RM,1990
PH-8D79E463,Luigina,Morellato,1975-09-16,F,Torino,TO,2003
PH-0815DAE4,Pasquale,Mocenigo,2000-04-14,M,Brescia,BS,2022
PH-C0E8C5DA,Dante,Verga,1979-03-12,M,Bari,BA,2004
PH-E9EF44C0,Claudia,Migliaccio,1995-12-17,F,Torino,TO,2017
PH-40EDBD00,Eva,Beccheria,1995-10-05,F,Roma,RM,2015
PH-69D1B2B6,Rita,Dovara,1986-05-06,F,Bologna,BO,2008
